Key: 006ONDhLV6, Value: value8334, Extra: extra8334, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m51s, FileName: data.txt, Offset: 833400, Size: 100
Key: 0xYxu4uT8B, Value: value1924, Extra: extra1924, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m7s, FileName: data.txt, Offset: 192400, Size: 100
Key: 0yQNpPGfOx, Value: value6991, Extra: extra6991, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m36s, FileName: data.txt, Offset: 699100, Size: 100
Key: 0yU4qO7KzB, Value: value5003, Extra: extra5003, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m25s, FileName: data.txt, Offset: 500300, Size: 100
Key: 0yVoTnbSV0, Value: value4647, Extra: extra4647, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m48s, FileName: data.txt, Offset: 464700, Size: 100
Key: 0yXUXW3Jqo, Value: value5425, Extra: extra5425, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m31s, FileName: data.txt, Offset: 542500, Size: 100
Key: 0yhjBgHd6B, Value: value5679, Extra: extra5679, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m8s, FileName: data.txt, Offset: 567900, Size: 100
Key: 0zByoa9sUR, Value: value1018, Extra: extra1018, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m14s, FileName: data.txt, Offset: 101800, Size: 100
Key: 0zeGtS4R96, Value: value9291, Extra: extra9291, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m21s, FileName: data.txt, Offset: 929100, Size: 100
Key: 11hmB3tDO5, Value: value1779, Extra: extra1779, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m45s, FileName: data.txt, Offset: 177900, Size: 100
Key: 12CYOiO4gC, Value: value7952, Extra: extra7952, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m54s, FileName: data.txt, Offset: 795200, Size: 100
Key: 12R90KU328, Value: value5782, Extra: extra5782, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m34s, FileName: data.txt, Offset: 578200, Size: 100
Key: 12n0DsbVrR, Value: value2242, Extra: extra2242, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m42s, FileName: data.txt, Offset: 224200, Size: 100
Key: 12vkq1dccj, Value: value3015, Extra: extra3015, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m2s, FileName: data.txt, Offset: 301500, Size: 100
Key: 132gpqciYK, Value: value192, Extra: extra192, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 11m11s, FileName: data.txt, Offset: 19200, Size: 100
Key: 13JhwT1sMo, Value: value8872, Extra: extra8872, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m16s, FileName: data.txt, Offset: 887200, Size: 100
Key: 13R5Kb6RQE, Value: value9578, Extra: extra9578, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m48s, FileName: data.txt, Offset: 957800, Size: 100
Key: 13Wu13hGKe, Value: value7442, Extra: extra7442, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m24s, FileName: data.txt, Offset: 744200, Size: 100
Key: 13idPkOXEq, Value: value9386, Extra: extra9386, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m50s, FileName: data.txt, Offset: 938600, Size: 100
Key: 14zOjUa7BU, Value: value9775, Extra: extra9775, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m2s, FileName: data.txt, Offset: 977500, Size: 100
Key: 15UH9m2ZcB, Value: value9509, Extra: extra9509, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m8s, FileName: data.txt, Offset: 950900, Size: 100
Key: 16IOt1iKPT, Value: value7046, Extra: extra7046, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m10s, FileName: data.txt, Offset: 704600, Size: 100
Key: 16tcCUQ8KW, Value: value391, Extra: extra391, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 38m23s, FileName: data.txt, Offset: 39100, Size: 100
Key: 180AfSYmHf, Value: value517, Extra: extra517, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 36m59s, FileName: data.txt, Offset: 51700, Size: 100
Key: 18G7dEyna4, Value: value8661, Extra: extra8661, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m27s, FileName: data.txt, Offset: 866100, Size: 100
Key: 18R7jFhBgI, Value: value2278, Extra: extra2278, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m20s, FileName: data.txt, Offset: 227800, Size: 100
Key: 18XCSwYMxQ, Value: value1904, Extra: extra1904, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m23s, FileName: data.txt, Offset: 190400, Size: 100
Key: 18XOIUEpDp, Value: value6319, Extra: extra6319, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m56s, FileName: data.txt, Offset: 631900, Size: 100
Key: 18dUKMyTJb, Value: value1097, Extra: extra1097, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m37s, FileName: data.txt, Offset: 109700, Size: 100
Key: 18tSYInXrG, Value: value9240, Extra: extra9240, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m39s, FileName: data.txt, Offset: 924000, Size: 100
Key: 19IoXLrX4e, Value: value9063, Extra: extra9063, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m58s, FileName: data.txt, Offset: 906300, Size: 100
Key: 19d8OAtLSy, Value: value7467, Extra: extra7467, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m5s, FileName: data.txt, Offset: 746700, Size: 100
Key: 1A484S9zN5, Value: value2884, Extra: extra2884, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m12s, FileName: data.txt, Offset: 288400, Size: 100
Key: 1A7iONIZq1, Value: value6351, Extra: extra6351, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m2s, FileName: data.txt, Offset: 635100, Size: 100
Key: 1Asks9a1ky, Value: value7965, Extra: extra7965, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m21s, FileName: data.txt, Offset: 796500, Size: 100
Key: 1BRhWEvcMi, Value: value9746, Extra: extra9746, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m33s, FileName: data.txt, Offset: 974600, Size: 100
Key: 1C3c0nQe7D, Value: value7973, Extra: extra7973, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m5s, FileName: data.txt, Offset: 797300, Size: 100
Key: 1C8pHcNCAf, Value: value4921, Extra: extra4921, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m59s, FileName: data.txt, Offset: 492100, Size: 100
Key: 1CtfCzLCEo, Value: value2721, Extra: extra2721, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m48s, FileName: data.txt, Offset: 272100, Size: 100
Key: 1CvEgwMcbf, Value: value5930, Extra: extra5930, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m36s, FileName: data.txt, Offset: 593000, Size: 100
Key: 1CzLLqA8lS, Value: value886, Extra: extra886, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 43m53s, FileName: data.txt, Offset: 88600, Size: 100
Key: 1D5LqI5W1j, Value: value2318, Extra: extra2318, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m50s, FileName: data.txt, Offset: 231800, Size: 100
Key: 1DLiosNMn2, Value: value7893, Extra: extra7893, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m55s, FileName: data.txt, Offset: 789300, Size: 100
Key: 1DPwAP3vDY, Value: value4231, Extra: extra4231, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m55s, FileName: data.txt, Offset: 423100, Size: 100
Key: 1Dr7RmChAP, Value: value8892, Extra: extra8892, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m37s, FileName: data.txt, Offset: 889200, Size: 100
Key: 1DuLJPcc8F, Value: value9980, Extra: extra9980, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m57s, FileName: data.txt, Offset: 998000, Size: 100
Key: 1ECXKDJIYw, Value: value6131, Extra: extra6131, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m32s, FileName: data.txt, Offset: 613100, Size: 100
Key: 1ETYvXsJpx, Value: value1577, Extra: extra1577, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m36s, FileName: data.txt, Offset: 157700, Size: 100
Key: 1F0quU2DVg, Value: value1447, Extra: extra1447, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50s, FileName: data.txt, Offset: 144700, Size: 100
Key: 1F5bC25QBq, Value: value15, Extra: extra15, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 23m14s, FileName: data.txt, Offset: 1500, Size: 100
Key: 1F5pgiIEol, Value: value8247, Extra: extra8247, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m34s, FileName: data.txt, Offset: 824700, Size: 100
Key: 1FBrrmLZCo, Value: value5514, Extra: extra5514, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m48s, FileName: data.txt, Offset: 551400, Size: 100
Key: 1FiXjP1COB, Value: value3905, Extra: extra3905, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m54s, FileName: data.txt, Offset: 390500, Size: 100
Key: 1GxY3OEL7O, Value: value544, Extra: extra544, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 13m22s, FileName: data.txt, Offset: 54400, Size: 100
Key: 1H16vtppy2, Value: value8909, Extra: extra8909, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m34s, FileName: data.txt, Offset: 890900, Size: 100
Key: 1H3TarNtlF, Value: value9571, Extra: extra9571, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 59m46s, FileName: data.txt, Offset: 957100, Size: 100
Key: 1HA5ETvitz, Value: value1990, Extra: extra1990, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m54s, FileName: data.txt, Offset: 199000, Size: 100
Key: 1I1oYT2zCA, Value: value5487, Extra: extra5487, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m59s, FileName: data.txt, Offset: 548700, Size: 100
Key: 1I2ISSfzUt, Value: value5190, Extra: extra5190, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m22s, FileName: data.txt, Offset: 519000, Size: 100
Key: 1IBJFlNRdE, Value: value7741, Extra: extra7741, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m19s, FileName: data.txt, Offset: 774100, Size: 100
Key: 1IV7D8ZI3C, Value: value9561, Extra: extra9561, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m12s, FileName: data.txt, Offset: 956100, Size: 100
Key: 1IVPwUa7hZ, Value: value6823, Extra: extra6823, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m25s, FileName: data.txt, Offset: 682300, Size: 100
Key: 1IuZmpLCKO, Value: value1331, Extra: extra1331, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m28s, FileName: data.txt, Offset: 133100, Size: 100
Key: 1JBjbwR7so, Value: value4794, Extra: extra4794, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m56s, FileName: data.txt, Offset: 479400, Size: 100
Key: 1JRVdMnXJf, Value: value5195, Extra: extra5195, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m40s, FileName: data.txt, Offset: 519500, Size: 100
Key: 1JnM7TkYlA, Value: value8489, Extra: extra8489, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m24s, FileName: data.txt, Offset: 848900, Size: 100
Key: 1KEVrtSRyR, Value: value5776, Extra: extra5776, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m23s, FileName: data.txt, Offset: 577600, Size: 100
Key: 1LKRHPMd9s, Value: value7670, Extra: extra7670, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m22s, FileName: data.txt, Offset: 767000, Size: 100
Key: 1MAPjHOclU, Value: value5007, Extra: extra5007, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m6s, FileName: data.txt, Offset: 500700, Size: 100
Key: 1MkNEM9SHD, Value: value5098, Extra: extra5098, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m46s, FileName: data.txt, Offset: 509800, Size: 100
Key: 1N1kRg5YWP, Value: value123, Extra: extra123, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 59m15s, FileName: data.txt, Offset: 12300, Size: 100
Key: 1N5Phyrznr, Value: value9901, Extra: extra9901, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m58s, FileName: data.txt, Offset: 990100, Size: 100
Key: 1NGXKVHWGH, Value: value5707, Extra: extra5707, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m18s, FileName: data.txt, Offset: 570700, Size: 100
Key: 1NKjEfUXMa, Value: value8847, Extra: extra8847, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m58s, FileName: data.txt, Offset: 884700, Size: 100
Key: 1NNR5fZNeM, Value: value465, Extra: extra465, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 28m59s, FileName: data.txt, Offset: 46500, Size: 100
Key: 1NZr9Q56Fl, Value: value3909, Extra: extra3909, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m26s, FileName: data.txt, Offset: 390900, Size: 100
Key: 1NbQ3cwbrE, Value: value6841, Extra: extra6841, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m19s, FileName: data.txt, Offset: 684100, Size: 100
Key: 1ODAWbBMWM, Value: value7397, Extra: extra7397, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15s, FileName: data.txt, Offset: 739700, Size: 100
Key: 1Oe0AVBD1b, Value: value9317, Extra: extra9317, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m12s, FileName: data.txt, Offset: 931700, Size: 100
Key: 1OqcjtakGZ, Value: value5856, Extra: extra5856, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m37s, FileName: data.txt, Offset: 585600, Size: 100
Key: 1Ozy3sQ5FL, Value: value799, Extra: extra799, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 28m55s, FileName: data.txt, Offset: 79900, Size: 100
Key: 1PW1jrFl9j, Value: value7683, Extra: extra7683, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m17s, FileName: data.txt, Offset: 768300, Size: 100
Key: 1PbVgiBSgQ, Value: value8221, Extra: extra8221, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m18s, FileName: data.txt, Offset: 822100, Size: 100
Key: 1Q9V84kAmZ, Value: value843, Extra: extra843, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 13m42s, FileName: data.txt, Offset: 84300, Size: 100
Key: 1QlREQdkNE, Value: value3171, Extra: extra3171, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m34s, FileName: data.txt, Offset: 317100, Size: 100
Key: 1R7cpwSUof, Value: value5758, Extra: extra5758, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m29s, FileName: data.txt, Offset: 575800, Size: 100
Key: 1RLqM4oTng, Value: value4291, Extra: extra4291, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m35s, FileName: data.txt, Offset: 429100, Size: 100
Key: 1RP4HLI5dd, Value: value2716, Extra: extra2716, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m12s, FileName: data.txt, Offset: 271600, Size: 100
Key: 1RtNBhE5J4, Value: value1986, Extra: extra1986, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m18s, FileName: data.txt, Offset: 198600, Size: 100
Key: 1SlNghmLue, Value: value9417, Extra: extra9417, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m19s, FileName: data.txt, Offset: 941700, Size: 100
Key: 1TkOghcAwZ, Value: value7446, Extra: extra7446, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m0s, FileName: data.txt, Offset: 744600, Size: 100
Key: 1U7Dlr6vF0, Value: value4078, Extra: extra4078, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m7s, FileName: data.txt, Offset: 407800, Size: 100
Key: 1UJZQeKTum, Value: value9673, Extra: extra9673, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m13s, FileName: data.txt, Offset: 967300, Size: 100
Key: 1UPUg1vDIk, Value: value8788, Extra: extra8788, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m0s, FileName: data.txt, Offset: 878800, Size: 100
Key: 1UzTTPG8YJ, Value: value9684, Extra: extra9684, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m34s, FileName: data.txt, Offset: 968400, Size: 100
Key: 1Vwp5WH8WI, Value: value6090, Extra: extra6090, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m22s, FileName: data.txt, Offset: 609000, Size: 100
Key: 1WC5W3OQDs, Value: value5507, Extra: extra5507, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m13s, FileName: data.txt, Offset: 550700, Size: 100
Key: 1WHtALNLPL, Value: value3356, Extra: extra3356, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m1s, FileName: data.txt, Offset: 335600, Size: 100
Key: 1WVmv40JDh, Value: value9407, Extra: extra9407, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m55s, FileName: data.txt, Offset: 940700, Size: 100
Key: 1Wu6HWjra1, Value: value9796, Extra: extra9796, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m2s, FileName: data.txt, Offset: 979600, Size: 100
Key: 1XCoorKXod, Value: value4843, Extra: extra4843, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m57s, FileName: data.txt, Offset: 484300, Size: 100
Key: 1Y4XIXPWTV, Value: value9945, Extra: extra9945, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m55s, FileName: data.txt, Offset: 994500, Size: 100
Key: 1YZe69aukA, Value: value7171, Extra: extra7171, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m34s, FileName: data.txt, Offset: 717100, Size: 100
Key: 1YnpPRxgUS, Value: value5558, Extra: extra5558, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m7s, FileName: data.txt, Offset: 555800, Size: 100
Key: 1Yp9nC52ek, Value: value186, Extra: extra186, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 19m47s, FileName: data.txt, Offset: 18600, Size: 100
Key: 1YtF16DoI1, Value: value7978, Extra: extra7978, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m46s, FileName: data.txt, Offset: 797800, Size: 100
Key: 1YxqxItPSx, Value: value4865, Extra: extra4865, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m29s, FileName: data.txt, Offset: 486500, Size: 100
Key: 1ZX5PZxU1O, Value: value8280, Extra: extra8280, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m45s, FileName: data.txt, Offset: 828000, Size: 100
Key: 1ZjyHIGXNT, Value: value3196, Extra: extra3196, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m49s, FileName: data.txt, Offset: 319600, Size: 100
Key: 1a5N9ONBvr, Value: value6515, Extra: extra6515, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m49s, FileName: data.txt, Offset: 651500, Size: 100
Key: 1a8sTDCgBP, Value: value6580, Extra: extra6580, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m42s, FileName: data.txt, Offset: 658000, Size: 100
Key: 1b06OMNzYX, Value: value4530, Extra: extra4530, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m35s, FileName: data.txt, Offset: 453000, Size: 100
Key: 1bdHtdY5FJ, Value: value3531, Extra: extra3531, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m15s, FileName: data.txt, Offset: 353100, Size: 100
Key: 1bruKwb7co, Value: value831, Extra: extra831, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 9m9s, FileName: data.txt, Offset: 83100, Size: 100
Key: 1btoEmz0kn, Value: value2938, Extra: extra2938, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m15s, FileName: data.txt, Offset: 293800, Size: 100
Key: 1bzLTGdsaK, Value: value9223, Extra: extra9223, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m56s, FileName: data.txt, Offset: 922300, Size: 100
Key: 1c6c4Nxyo3, Value: value1574, Extra: extra1574, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m41s, FileName: data.txt, Offset: 157400, Size: 100
Key: 1cALUXXkQC, Value: value2977, Extra: extra2977, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m42s, FileName: data.txt, Offset: 297700, Size: 100
Key: 1cUcV8xZPk, Value: value4734, Extra: extra4734, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m6s, FileName: data.txt, Offset: 473400, Size: 100
Key: 1cYGyGBtkb, Value: value723, Extra: extra723, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 36m21s, FileName: data.txt, Offset: 72300, Size: 100
Key: 1dcFP2CmK1, Value: value5319, Extra: extra5319, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m1s, FileName: data.txt, Offset: 531900, Size: 100
Key: 1dmqlqbjAF, Value: value2913, Extra: extra2913, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m15s, FileName: data.txt, Offset: 291300, Size: 100
Key: 1etkG1XzqY, Value: value7376, Extra: extra7376, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m35s, FileName: data.txt, Offset: 737600, Size: 100
Key: 1f9bGLbAXw, Value: value5733, Extra: extra5733, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m33s, FileName: data.txt, Offset: 573300, Size: 100
Key: 1fAJUgbU8Q, Value: value3853, Extra: extra3853, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m24s, FileName: data.txt, Offset: 385300, Size: 100
Key: 1fcB5UckjF, Value: value2795, Extra: extra2795, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m54s, FileName: data.txt, Offset: 279500, Size: 100
Key: 1gKPBao1hl, Value: value8517, Extra: extra8517, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m42s, FileName: data.txt, Offset: 851700, Size: 100
Key: 1gaMLcwuN9, Value: value3092, Extra: extra3092, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m12s, FileName: data.txt, Offset: 309200, Size: 100
Key: 1gu6x2D74Z, Value: value9445, Extra: extra9445, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m23s, FileName: data.txt, Offset: 944500, Size: 100
Key: 1h8AcEUEDq, Value: value911, Extra: extra911, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 29m44s, FileName: data.txt, Offset: 91100, Size: 100
Key: 1hdIFUkFRl, Value: value9423, Extra: extra9423, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m16s, FileName: data.txt, Offset: 942300, Size: 100
Key: 1hhPcdGrRm, Value: value1608, Extra: extra1608, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m10s, FileName: data.txt, Offset: 160800, Size: 100
Key: 1iRy3QW8nW, Value: value387, Extra: extra387, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 43m24s, FileName: data.txt, Offset: 38700, Size: 100
Key: 1igzRxTkGm, Value: value6813, Extra: extra6813, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m7s, FileName: data.txt, Offset: 681300, Size: 100
Key: 1iuAMoHCRI, Value: value6183, Extra: extra6183, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m45s, FileName: data.txt, Offset: 618300, Size: 100
Key: 1j0IUP4dna, Value: value6555, Extra: extra6555, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m8s, FileName: data.txt, Offset: 655500, Size: 100
Key: 1j6RWi4diP, Value: value8180, Extra: extra8180, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m32s, FileName: data.txt, Offset: 818000, Size: 100
Key: 1jbadK76AZ, Value: value9347, Extra: extra9347, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m26s, FileName: data.txt, Offset: 934700, Size: 100
Key: 1jfzadHU7x, Value: value5593, Extra: extra5593, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m39s, FileName: data.txt, Offset: 559300, Size: 100
Key: 1lPUOG9FGu, Value: value2114, Extra: extra2114, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m57s, FileName: data.txt, Offset: 211400, Size: 100
Key: 1mXiHrdt8A, Value: value722, Extra: extra722, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 1m13s, FileName: data.txt, Offset: 72200, Size: 100
Key: 1muXNaepgx, Value: value3007, Extra: extra3007, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m44s, FileName: data.txt, Offset: 300700, Size: 100
Key: 1nEn26Qjw9, Value: value1185, Extra: extra1185, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m27s, FileName: data.txt, Offset: 118500, Size: 100
Key: 1nFI3ZQ1lJ, Value: value1918, Extra: extra1918, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m40s, FileName: data.txt, Offset: 191800, Size: 100
Key: 1nP1VLHQ85, Value: value9185, Extra: extra9185, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m12s, FileName: data.txt, Offset: 918500, Size: 100
